timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond
1705684951.765311,3,10.0.0.2890010.0.0.3311516,10.0.0.2,8900,10.0.0.33,1151,6,-1,-1,10,846000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33121036,10.0.0.2,8900,10.0.0.33,12103,6,-1,-1,10,794000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33611516,10.0.0.2,8900,10.0.0.33,61151,6,-1,-1,10,720000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33212196,10.0.0.2,8900,10.0.0.33,21219,6,-1,-1,10,670000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33233236,10.0.0.2,8900,10.0.0.33,23323,6,-1,-1,10,621000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.3389676,10.0.0.2,8900,10.0.0.33,8967,6,-1,-1,10,572000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33528956,10.0.0.2,8900,10.0.0.33,52895,6,-1,-1,10,519000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33649356,10.0.0.2,8900,10.0.0.33,64935,6,-1,-1,10,473000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33631806,10.0.0.2,8900,10.0.0.33,63180,6,-1,-1,10,429000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33558106,10.0.0.2,8900,10.0.0.33,55810,6,-1,-1,10,392000000,20,100,0,0,0,0.0,0.0,0.0,0.0
1705684951.765311,3,10.0.0.2890010.0.0.33255116,10.0.0.2,8900,10.0.0.33,25511,6,-1,-1,10,345000000,20,100,0,0,0,0.0,0.0,0.0,0.0
